{'name': 'SKOTTERUD', 'description': 'Wooden base sprung mattress, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-wooden-base-sprung-mattress-medium-firm-dark-grey__0395435_pe562576_s5.jpg?f=xxs', 'price': '3 495', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKOTTERUD', 'description': 'Wooden base sprung mattress, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-wooden-base-sprung-mattress-firm-dark-grey__0425640_pe581465_s5.jpg?f=xxs', 'price': '3 995', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKOTTERUD', 'description': 'Wooden base sprung mattress, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-wooden-base-sprung-mattress-firm-dark-grey__0395435_pe562576_s5.jpg?f=xxs', 'price': '2 495', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKOTTERUD', 'description': 'Wooden base sprung mattress, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-wooden-base-sprung-mattress-firm-dark-grey__0395435_pe562576_s5.jpg?f=xxs', 'price': '3 295', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKOTTERUD', 'description': 'Wooden base sprung mattress, 90x220 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-wooden-base-sprung-mattress-firm-dark-grey__0395435_pe562576_s5.jpg?f=xxs', 'price': '3 295', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKOTTERUD', 'description': 'Wooden base sprung mattress, 90x220 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-wooden-base-sprung-mattress-medium-firm-dark-grey__0395435_pe562576_s5.jpg?f=xxs', 'price': '3 295', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SÄBÖVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/saeboevik-divan-bed-firm-vissle-grey__0891216_pe782251_s5.jpg?f=xxs', 'price': '4 295', 'springs': 'Springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tuddal__0536009_pe649775_s5.jpg?f=xxs', 'price': '4 850', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tuddal__0536009_pe649775_s5.jpg?f=xxs', 'price': '4 450', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-talgje__0536145_pe649890_s5.jpg?f=xxs', 'price': '3 390', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tuddal__0536146_pe649895_s5.jpg?f=xxs', 'price': '4 490', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tuddal__0396572_pe562822_s5.jpg?f=xxs', 'price': '4 890', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-talgje__0536145_pe649890_s5.jpg?f=xxs', 'price': '3 390', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tussoey__0536147_pe649886_s5.jpg?f=xxs', 'price': '5 590', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-talgje__0536008_pe649783_s5.jpg?f=xxs', 'price': '4 350', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-talgje__0536145_pe649890_s5.jpg?f=xxs', 'price': '4 390', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-tussoey__0536147_pe649886_s5.jpg?f=xxs', 'price': '5 590', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-talgje__0396569_pe562821_s5.jpg?f=xxs', 'price': '4 390', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-talgje__0536008_pe649783_s5.jpg?f=xxs', 'price': '3 350', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-tuddal__0536009_pe649775_s5.jpg?f=xxs', 'price': '4 850', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-talgje__0396569_pe562821_s5.jpg?f=xxs', 'price': '4 390', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-talgje__0536145_pe649890_s5.jpg?f=xxs', 'price': '4 390', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tussoey__0396573_pe562823_s5.jpg?f=xxs', 'price': '5 590', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-talgje__0536145_pe649890_s5.jpg?f=xxs', 'price': '3 990', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-talgje__0396569_pe562821_s5.jpg?f=xxs', 'price': '3 390', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-talgje__0396569_pe562821_s5.jpg?f=xxs', 'price': '3 390', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-tuddal__0536146_pe649895_s5.jpg?f=xxs', 'price': '4 890', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-talgje__0536008_pe649783_s5.jpg?f=xxs', 'price': '3 950', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-tussoey__0536010_pe649760_s5.jpg?f=xxs', 'price': '4 350', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-talgje__0536008_pe649783_s5.jpg?f=xxs', 'price': '4 350', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tussoey__0536010_pe649760_s5.jpg?f=xxs', 'price': '5 550', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-tuddal__0536009_pe649775_s5.jpg?f=xxs', 'price': '3 450', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-talgje__0535959_pe649726_s5.jpg?f=xxs', 'price': '4 350', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-talgje__0535959_pe649726_s5.jpg?f=xxs', 'price': '3 350', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-tuddal__0396572_pe562822_s5.jpg?f=xxs', 'price': '4 490', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tussoey__0396573_pe562823_s5.jpg?f=xxs', 'price': '4 390', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-talgje__0535959_pe649726_s5.jpg?f=xxs', 'price': '3 950', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tussoey__0396568_pe562388_s5.jpg?f=xxs', 'price': '7 985', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-tussoey__0535954_pe649724_s5.jpg?f=xxs', 'price': '7 905', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-talgje__0536145_pe649890_s5.jpg?f=xxs', 'price': '3 090', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tuddal__0536009_pe649775_s5.jpg?f=xxs', 'price': '3 450', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-talgje__0396569_pe562821_s5.jpg?f=xxs', 'price': '3 990', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tuddal__0642208_pe700962_s5.jpg?f=xxs', 'price': '4 450', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tuddal__0536146_pe649895_s5.jpg?f=xxs', 'price': '3 490', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-tuddal__0536009_pe649775_s5.jpg?f=xxs', 'price': '4 450', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-tuddal__0642208_pe700962_s5.jpg?f=xxs', 'price': '3 450', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-talgje__0536008_pe649783_s5.jpg?f=xxs', 'price': '3 950', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-tuddal__0396572_pe562822_s5.jpg?f=xxs', 'price': '4 890', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-talgje__0536145_pe649890_s5.jpg?f=xxs', 'price': '3 990', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tussoey__0536010_pe649760_s5.jpg?f=xxs', 'price': '4 350', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-talgje__0536008_pe649783_s5.jpg?f=xxs', 'price': '3 050', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-talgje__0536008_pe649783_s5.jpg?f=xxs', 'price': '3 350', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tuddal__0396572_pe562822_s5.jpg?f=xxs', 'price': '4 490', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 105x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-tuddal__0642208_pe700962_s5.jpg?f=xxs', 'price': '4 450', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tussoey__0535954_pe649724_s5.jpg?f=xxs', 'price': '7 905', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tussoey__0536147_pe649886_s5.jpg?f=xxs', 'price': '4 390', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-tussoey__0642275_pe700982_s5.jpg?f=xxs', 'price': '5 350', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-tussoey__0536007_pe649778_s5.jpg?f=xxs', 'price': '7 905', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-talgje__0396569_pe562821_s5.jpg?f=xxs', 'price': '3 090', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tuddal__0642208_pe700962_s5.jpg?f=xxs', 'price': '4 850', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tuddal__0642208_pe700962_s5.jpg?f=xxs', 'price': '3 450', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-tuddal__0536146_pe649895_s5.jpg?f=xxs', 'price': '3 490', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 90x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-tussoey__0535956_pe649717_s5.jpg?f=xxs', 'price': '4 350', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tuddal__0396572_pe562822_s5.jpg?f=xxs', 'price': '3 490', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-talgje__0535959_pe649726_s5.jpg?f=xxs', 'price': '4 350', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-firm-tussoey__0642223_pe700974_s5.jpg?f=xxs', 'price': '5 350', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 80x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-talgje__0535959_pe649726_s5.jpg?f=xxs', 'price': '3 050', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKÅRER', 'description': 'Sprung base incl. mattress pad, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skarer-sprung-base-incl-mattress-pad-medium-firm-tussoey__0536144_pe649889_s5.jpg?f=xxs', 'price': '7 985', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
